Unnamed: 0,artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
95505,Jerry Rivera,El Principe De La Ciudad,30,283840,False,0.793,0.485,6,-13.639,1,0.0415,0.659,0.0018,0.317,0.92,95.101,4,salsa
95506,Grupo Galé,Y Un Día Te Fuiste,29,264706,False,0.522,0.735,9,-12.97,0,0.0483,0.367,3.29e-05,0.0544,0.933,180.805,4,salsa
95507,Miles Peña,Mírame a la Cara,29,282093,False,0.684,0.665,10,-10.5,1,0.0418,0.788,0.000438,0.141,0.935,88.413,4,salsa
95508,Felix Manuel,Dicen Que los Hombres No Deben Llorar,30,235781,False,0.761,0.912,0,-3.312,0,0.0379,0.358,4.08e-06,0.35,0.968,103.024,4,salsa
95509,Marc Anthony,#NAME?,30,283167,False,0.588,0.471,7,-14.093,1,0.0371,0.609,0.0441,0.277,0.761,97.371,4,salsa
95510,Rey Ruiz,Todo Por Estar Contigo,30,288040,False,0.569,0.714,7,-8.28,0,0.0373,0.689,1.04e-06,0.101,0.827,170.309,4,salsa
95511,Cortijo Y Su Combo;Ismael Rivera,Volaré,32,191066,False,0.633,0.59,2,-7.867,1,0.0713,0.348,0.0,0.0527,0.949,103.129,4,salsa
95512,Jerry Rivera,Separemos Nuestras Vidas,30,230973,False,0.803,0.702,7,-5.154,1,0.0427,0.64,9.97e-06,0.0715,0.894,102.516,4,salsa
95513,Guaco,Un Cigarrillo y un Cafe,32,317813,False,0.523,0.91,9,-7.357,0,0.0377,0.167,0.000899,0.0855,0.924,108.047,4,salsa
95514,Ismael Rivera Y Sus Cachimbos,Mi Música,29,238493,False,0.68,0.589,5,-7.853,0,0.0463,0.78,0.0,0.0766,0.901,96.396,4,salsa
95515,Richie Ray;Bobby Cruz;Joe Arroyo,El Ausente,29,273160,False,0.811,0.859,8,-2.768,1,0.058,0.698,0.00148,0.922,0.839,104.858,4,salsa
95516,Josimar y Su Yambú,Maldita Traición,31,262741,False,0.71,0.717,1,-6.119,1,0.0357,0.52,4.53e-06,0.0598,0.854,94.988,4,salsa
95517,Mauro Castillo,Te Equivocas,30,249533,False,0.722,0.842,4,-4.254,0,0.166,0.505,0.0,0.0769,0.95,186.8,4,salsa
95518,Porfi Baloa,Persona Ideal - En Vivo,30,307527,False,0.481,0.769,8,-5.133,1,0.0558,0.452,9.08e-06,0.113,0.662,98.533,4,salsa
95519,Nelson Arrieta;Ronald Borjas,Vivo (En Vivo),30,228395,False,0.685,0.897,1,-6.589,0,0.122,0.302,0.0,0.984,0.495,109.729,4,salsa
95520,Kathy Cristina,Hay Un Lugar,31,284378,False,0.652,0.658,2,-4.993,1,0.036,0.684,0.0,0.124,0.486,129.913,4,salsa
95521,Pedro Arroyo,"Cuando Quieras, Donde Quieras",30,276440,False,0.582,0.548,5,-10.442,1,0.0398,0.262,6.26e-06,0.0567,0.703,90.531,4,salsa
95522,"José Alberto ""El Canario""",Quien Como Tu,29,308053,False,0.744,0.847,11,-5.599,0,0.0416,0.269,3.27e-05,0.271,0.751,89.955,4,salsa
95523,Alex D'Castro,Avanza Y Dime,29,296520,False,0.793,0.753,7,-3.974,1,0.0366,0.17,0.0,0.0627,0.838,85.513,4,salsa
95524,ZAPEROKO La Resistencia Salsera del Callao,No Soy Para Ti - En Vivo,31,321440,False,0.646,0.852,5,-1.616,0,0.0473,0.755,0.000234,0.298,0.806,171.044,4,salsa
95525,Galy Galiano,Cariño,30,211093,False,0.662,0.53,9,-7.343,0,0.0289,0.741,0.000145,0.159,0.458,87.971,4,salsa
95526,Hector Tricoche,No Soy Automático,29,275253,False,0.755,0.776,0,-6.134,1,0.0379,0.456,0.0022,0.357,0.774,92.209,4,salsa
95527,Amaya Hnos,Me Dejaste Sin Nada,31,230112,False,0.698,0.928,7,-1.817,0,0.0748,0.355,0.0,0.0987,0.93,94.874,4,salsa
95528,Maelo Ruiz,Por Favor Señora,29,288240,False,0.664,0.816,7,-4.352,0,0.0531,0.355,0.0,0.056,0.605,174.666,4,salsa
95529,Guaco,Me quedé con las ganas,31,215906,False,0.62,0.87,7,-5.127,1,0.0721,0.12,0.0,0.165,0.838,178.037,4,salsa
95530,Nelson Arrieta;Ronald Borjas,Todo Quedó (En Vivo),30,282695,False,0.596,0.758,8,-5.956,1,0.199,0.25,1.02e-05,0.689,0.793,191.978,4,salsa
95531,Guaco,Sueño Contigo,31,175440,False,0.85,0.798,11,-7.712,0,0.0561,0.471,0.0,0.075,0.922,113.91,4,salsa
95532,Josimar y Su Yambú,Gracias y Amor Ausente - En Vivo,31,282524,False,0.62,0.852,10,-6.39,0,0.0644,0.38,0.0,0.662,0.68,93.533,4,salsa
95533,Mr Black El Presidente,Teresa Candela,31,247666,False,0.725,0.651,0,-10.405,1,0.138,0.0622,0.0,0.213,0.721,116.862,4,salsa
95534,Oscar D'León,El Baile Del Suavecito,30,309359,False,0.806,0.727,5,-7.412,1,0.0431,0.491,0.00396,0.0722,0.89,95.074,4,salsa
95535,Eddie Santiago;Tito Gomez,Loco por Tu Amor,29,273773,False,0.838,0.89,8,-3.317,1,0.0335,0.619,1.08e-05,0.215,0.927,105.272,4,salsa
95536,Tito Rojas,No Me Dejes Solo,30,248106,False,0.758,0.729,0,-5.239,1,0.0342,0.501,1.1e-06,0.239,0.815,86.7,4,salsa
95537,Willie Rosario;Gilberto Santa Rosa,El Apartamento,29,258133,False,0.662,0.876,4,-3.863,0,0.0429,0.392,9.27e-06,0.132,0.955,98.334,4,salsa
95538,Gilberto Santa Rosa,Si Los Hombres Han Llegado a La Luna,29,295293,False,0.727,0.794,5,-7.988,1,0.0424,0.276,0.0,0.303,0.915,99.411,4,salsa
95539,Alquimia La Sonora Del XXI,Cañonazo,30,321544,False,0.716,0.941,8,-2.531,1,0.0941,0.587,0.385,0.0593,0.661,183.841,4,salsa
95540,Los 4,No Juegues Con Mi Soledad,30,241188,False,0.548,0.899,8,-4.977,0,0.138,0.445,1.73e-05,0.0736,0.787,96.245,4,salsa
95541,Alquimia La Sonora Del XXI,Yo No Soy Guapo,30,288615,False,0.721,0.938,1,-3.62,1,0.04,0.547,2.6e-05,0.219,0.676,173.408,4,salsa
95542,Celia Cruz;La Sonora Matancera,No Encuentro Palabras,33,156866,False,0.719,0.434,9,-9.168,1,0.0462,0.779,5.92e-05,0.182,0.896,142.55,4,salsa
95543,Maelo Ruiz,Nadie Igual Que Tú,29,339800,False,0.634,0.751,2,-7.358,1,0.0348,0.623,1.75e-06,0.0629,0.883,169.624,4,salsa
95544,Grupo Niche,Hagamos Lo Que Diga El Corazón,30,302893,False,0.589,0.97,11,-3.179,1,0.0464,0.109,0.00117,0.228,0.864,179.906,4,salsa
95545,Gilberto Santa Rosa,Me Volvieron A Hablar De Ella - En Vivo desde Puerto Rico,29,176706,False,0.477,0.882,6,-5.603,0,0.0805,0.167,2.21e-06,0.626,0.514,97.271,4,salsa
95546,Ismael Rivera Y Sus Cachimbos,De Colores,0,169586,False,0.492,0.765,2,-4.661,0,0.107,0.695,0.00142,0.645,0.96,133.489,4,salsa
95547,La Sonora Matancera,Ave María Lola - Remastered,32,155162,False,0.646,0.37,11,-9.243,0,0.422,0.625,8.18e-06,0.0702,0.869,103.958,4,salsa
95548,Jerry Rivera,Suave,30,268973,False,0.635,0.952,9,-3.405,1,0.0805,0.289,3.96e-06,0.0512,0.538,95.092,4,salsa
95549,Galy Galiano,Te Olvidaste de Mi,30,274024,False,0.64,0.94,9,-5.45,1,0.0443,0.643,0.00138,0.339,0.947,172.361,4,salsa
95550,Marc Anthony,Flor Pálida,73,280453,False,0.574,0.802,7,-3.976,1,0.0316,0.659,5.07e-06,0.0765,0.739,93.537,4,salsa
95551,Lalo Rodriguez,Tu No Sabes Querer,29,389266,False,0.581,0.482,5,-13.338,0,0.0542,0.49,0.000231,0.194,0.921,104.788,4,salsa
95552,Alexander Abreu,Prohibido,30,265639,False,0.808,0.774,8,-6.21,1,0.0588,0.532,1.33e-06,0.0422,0.839,89.965,4,salsa
95553,Justo Betancourt;Conjunto Borincuba,Ella Está En Otra Rumba,29,299906,False,0.597,0.94,9,-3.297,0,0.0966,0.453,0.0131,0.289,0.865,110.456,4,salsa
95554,Guaco,Todo Quedo Quedo,31,225200,False,0.814,0.65,8,-12.796,1,0.0626,0.185,4.67e-06,0.177,0.792,100.271,4,salsa
95555,Orlando Marin,El Timbalero,29,282000,False,0.645,0.537,7,-12.642,0,0.0536,0.823,0.389,0.329,0.84,103.785,4,salsa
95556,Grupo Niche,El Coco,29,241000,False,0.842,0.811,2,-4.591,1,0.0596,0.693,3.8e-05,0.0848,0.687,96.575,4,salsa
95557,Maía;Gilberto Santa Rosa,Lo Que Yo Quiero,31,244053,False,0.695,0.83,0,-5.222,1,0.0369,0.37,9.71e-06,0.194,0.808,93.375,4,salsa
95558,La Suprema Corte;Ron Bass,Solo Con Verlas,30,261955,False,0.863,0.651,2,-5.82,0,0.041,0.631,0.00257,0.109,0.783,150.001,4,salsa
95559,Grupo Niche,Robando Sueños,29,271000,False,0.729,0.911,4,-2.441,0,0.0481,0.624,1.9e-06,0.298,0.947,166.22,4,salsa
95560,Baby Rasta & Gringo;Plan B,Ella Se Contradice,32,262920,False,0.774,0.747,4,-8.218,0,0.313,0.311,0.0,0.692,0.896,76.499,4,salsa
95561,Orquesta Internacional Los Niches,Si Supieras,30,284708,False,0.647,0.744,0,-9.767,0,0.0415,0.595,0.0658,0.109,0.962,90.22,4,salsa
95562,Víctor Manuelle,Lloré Lloré,29,308413,False,0.558,0.874,10,-4.307,0,0.0539,0.466,0.0,0.24,0.948,101.18,4,salsa
95563,Salserin,Donde Esta El Amor,29,301493,False,0.606,0.851,8,-8.063,1,0.0454,0.364,2.91e-06,0.0663,0.776,90.639,4,salsa
95564,Charlie Cruz,Bombón De Azúcar,30,292613,False,0.69,0.789,9,-5.274,1,0.0494,0.449,0.0,0.112,0.872,102.585,4,salsa
95565,Ricardo Ray;Bobby Cruz,Seis Chorreao,29,170813,False,0.634,0.737,0,-8.398,1,0.0536,0.604,0.000428,0.336,0.961,120.814,4,salsa
95566,Puchi Colon,Waymaker (Español),30,393750,False,0.67,0.859,1,-4.447,0,0.0376,0.58,0.00117,0.063,0.681,168.021,4,salsa
95567,Aché Cubano,A Donde Vas,30,290500,False,0.77,0.633,1,-7.554,1,0.046,0.455,0.000456,0.0981,0.845,167.884,4,salsa
95568,Celia Cruz;La Sonora Matancera,Desvelo De Amor,32,174626,False,0.674,0.33,9,-14.179,1,0.0353,0.717,2.05e-05,0.0582,0.937,136.203,4,salsa
95569,Maelo Ruiz,Contra Viento Y Marea,29,377973,False,0.576,0.446,5,-15.177,1,0.0344,0.449,0.0,0.131,0.878,173.146,4,salsa
95570,Marc Anthony,Si He De Morir,29,256666,False,0.688,0.648,0,-9.337,1,0.0341,0.24,7.49e-06,0.0654,0.884,151.935,4,salsa
95571,Bobby Valentin,Soy Boricua,29,293053,False,0.758,0.471,8,-6.992,1,0.0385,0.764,0.00569,0.0388,0.96,138.924,4,salsa
95572,David Calzado y su Charanga Habanera,Hagamos un chen,29,336560,False,0.518,0.886,5,-10.712,1,0.05,0.358,0.0,0.131,0.893,101.129,4,salsa
95573,NG2;Willie Gonzalez,A Ella,29,311913,False,0.615,0.808,5,-6.661,0,0.13,0.41,0.0,0.952,0.93,184.156,4,salsa
95574,Antonio y Joel Con Labranza,Mi Canto,30,212139,False,0.683,0.739,5,-6.111,0,0.0451,0.608,0.0,0.307,0.811,102.079,4,salsa
95575,Gilberto Santa Rosa;Natalia Lafourcade,A Dónde Vamos a Parar (with Natalia Lafourcade) - En Vivo,29,220040,False,0.637,0.33,11,-10.804,1,0.0552,0.529,3.51e-06,0.0789,0.15,147.948,4,salsa
95576,Yiyo Sarante,Spanish Girl,29,227148,False,0.776,0.947,2,-0.163,1,0.0612,0.466,3.71e-06,0.179,0.88,114.99,4,salsa
95577,Michel el Buenón,Tan Enamorados,29,264293,False,0.533,0.86,4,-1.86,0,0.0521,0.576,9.36e-06,0.0771,0.594,176.84,4,salsa
95578,Gilberto Santa Rosa,Que Alguien Me Diga - Live Version,29,269333,False,0.479,0.616,7,-8.309,0,0.0415,0.525,0.0,0.0902,0.755,99.238,4,salsa
95579,David Calzado y su Charanga Habanera;El Chacal,Gozando En Miami (with El Chacal),29,294493,False,0.8,0.905,0,-2.727,1,0.059,0.398,0.0,0.308,0.849,99.989,4,salsa
95580,Daniela Darcourt,Frente al Espejo,29,276853,False,0.45,0.81,6,-5.538,0,0.0439,0.361,0.0,0.126,0.807,170.391,4,salsa
95581,Gilberto Santa Rosa,Advertencia,29,275640,False,0.788,0.832,7,-6.808,1,0.0423,0.119,1.63e-06,0.0857,0.965,92.919,4,salsa
95582,Tito Nieves,Le Gusta Que La Vean,29,280053,False,0.783,0.828,5,-9.037,0,0.0416,0.549,0.0,0.0608,0.92,94.509,4,salsa
95583,Sonora Carruseles;Arnold Moreno,Micaela Se Botó!,29,282352,False,0.688,0.954,7,-2.464,1,0.0625,0.558,0.00308,0.0685,0.968,181.973,4,salsa
95584,Viti Ruiz,Entre Familia,30,360280,False,0.538,0.688,9,-6.049,0,0.0711,0.778,0.0,0.318,0.893,177.68,4,salsa
95585,Maelo Ruiz,Mentiras Que Matan,29,275493,False,0.684,0.899,5,-7.322,1,0.0408,0.403,3.4e-05,0.219,0.789,177.484,4,salsa
95586,Banda Real,El bajadero,31,579213,False,0.674,0.865,5,-4.563,1,0.213,0.0447,0.00132,0.162,0.535,166.075,4,salsa
95587,Los Master's,Perijanera,30,206693,False,0.613,0.549,0,-13.688,1,0.0478,0.451,0.47,0.323,0.937,107.22,4,salsa
95588,La Sonora Matancera,Volverás - Remastered,31,147800,False,0.634,0.315,2,-9.751,1,0.0297,0.67,0.0,0.125,0.716,98.069,4,salsa
95589,Josimar y Su Yambú,Tributo Colombia - En Vivo,31,553803,False,0.574,0.802,1,-6.362,1,0.0486,0.109,0.00119,0.683,0.889,104.644,4,salsa
95590,Grupo Galé,Quiero Besarte,29,275453,False,0.616,0.767,9,-6.904,0,0.0436,0.361,6.01e-06,0.289,0.594,180.076,4,salsa
95591,Willie Gonzalez,Quiero,29,302733,False,0.728,0.798,0,-7.634,1,0.0406,0.48,2.5e-05,0.135,0.807,162.445,4,salsa
95592,Los 4;Mandy,Todavia Duele,29,231137,False,0.472,0.85,1,-3.951,0,0.106,0.64,0.0,0.635,0.706,93.753,4,salsa
95593,Galy Galiano,De Que Duele Duele,29,291853,False,0.724,0.653,1,-8.455,1,0.188,0.363,0.0,0.888,0.926,95.0,4,salsa
95594,Gilberto Santa Rosa,Déjate Querer - En Vivo desde Puerto Rico,29,341386,False,0.47,0.868,11,-5.539,1,0.0696,0.287,6.02e-05,0.428,0.637,124.507,4,salsa
95595,Eddie Santiago,Como Tú,29,303746,False,0.742,0.791,7,-6.382,1,0.0341,0.741,0.03,0.0642,0.784,92.226,4,salsa
95596,Joe Arroyo,El Palito Del Carnaval,29,290146,False,0.743,0.74,10,-4.886,0,0.0467,0.381,0.0,0.322,0.875,141.972,4,salsa
95597,ZAPEROKO La Resistencia Salsera del Callao,Ni Perdón Ni Olvido,31,286630,False,0.836,0.815,5,-3.729,1,0.0365,0.474,0.00016,0.0719,0.833,95.054,4,salsa
95598,Marc Anthony,Hasta Que Vuelvas Conmigo,29,291106,False,0.694,0.76,7,-3.967,0,0.04,0.426,3.12e-05,0.0556,0.61,92.009,4,salsa
95599,Alquimia La Sonora Del XXI,Me Voy Pa' La Habana,30,219905,False,0.698,0.926,11,-3.168,0,0.035,0.427,0.00824,0.024,0.955,179.042,4,salsa
95600,Guaco,Da Igual,30,229066,False,0.708,0.924,9,-5.709,1,0.0392,0.0985,0.000233,0.074,0.665,100.04,4,salsa
95601,Tito Allen,Por Eso,29,375629,False,0.611,0.686,9,-6.471,0,0.0548,0.596,5.84e-05,0.0672,0.9,115.477,4,salsa
95602,Hansel Y Raul,Soy,29,274468,False,0.473,0.52,11,-12.647,0,0.0678,0.482,0.00162,0.0334,0.956,104.155,4,salsa
95603,Primi Cruz,Precioso Acuerdo,29,303321,False,0.687,0.555,0,-9.728,1,0.0319,0.257,0.0,0.248,0.748,87.869,4,salsa
95604,Jorge Leo & Atrato River,Amor Tormentoso,29,252107,False,0.688,0.78,4,-10.831,0,0.0517,0.273,0.00208,0.0544,0.653,177.066,4,salsa
95605,Guaco,Dulce y Bonito,30,235266,False,0.76,0.876,9,-4.997,1,0.0647,0.35,0.0,0.133,0.943,106.025,4,salsa
95606,Porfi Baloa,Aquel Lugar - En Vivo,28,237903,False,0.652,0.737,7,-5.589,1,0.0506,0.559,0.000235,0.103,0.747,92.404,4,salsa
95607,Impacto Crea,Pronóstico,29,404800,False,0.494,0.408,5,-7.287,0,0.0288,0.729,0.0623,0.329,0.421,146.371,4,salsa
95608,Pirulo y la Tribu,Ya Llegó,30,286053,False,0.782,0.865,0,-3.942,1,0.0566,0.196,0.0,0.306,0.571,106.052,4,salsa
95609,Guayacán Orquesta,Mas Que Sexo,29,260336,False,0.809,0.749,5,-4.268,0,0.03,0.0623,0.00169,0.291,0.807,134.155,4,salsa
95610,Bobby Rosario,Sigo pa'lante - Homenaje,29,213591,True,0.841,0.433,7,-12.206,0,0.0441,0.523,2.52e-06,0.121,0.857,101.454,4,salsa
95611,Víctor Manuelle;Ken-Y,No Vuelvo (feat. Ken-Y),28,246680,False,0.61,0.674,7,-5.29,1,0.0641,0.749,0.0,0.211,0.786,182.055,4,salsa
95612,Los 4,Con Que,29,252055,False,0.745,0.949,10,-3.077,1,0.0597,0.473,0.0,0.196,0.836,107.013,4,salsa
95613,Guayacán Orquesta,No Me Pregunten Mas por Ella,29,327053,False,0.678,0.687,5,-5.811,1,0.0341,0.219,0.000422,0.162,0.827,151.137,4,salsa
95614,Daniela Darcourt,La Duda,29,237106,False,0.616,0.85,7,-5.201,1,0.0384,0.457,6.81e-06,0.049,0.85,169.882,4,salsa
95615,Antonio y Joel Con Labranza,Que Estes Presente,30,225870,False,0.461,0.706,6,-5.863,1,0.103,0.536,1.1e-06,0.0506,0.842,163.691,4,salsa
95616,Guaco,Llenarte de Amores,31,266493,False,0.792,0.804,7,-7.712,1,0.0491,0.187,0.0,0.106,0.873,95.992,4,salsa
95617,Roberto Blades,Lagrimas,30,379116,False,0.462,0.751,10,-11.647,0,0.0588,0.043,1.33e-06,0.268,0.849,106.722,4,salsa
95618,Tony Vega,Cuestión de Fé,29,293093,False,0.413,0.696,5,-4.606,0,0.0458,0.598,4.91e-06,0.35,0.64,90.475,4,salsa
95619,Salsangroove;Mauro Castillo,Para el Monte - Live,29,208235,False,0.7,0.885,2,-4.775,1,0.069,0.247,1.32e-05,0.221,0.692,167.884,4,salsa
95620,Yiyo Sarante,Se Que Te Amare,29,201822,False,0.808,0.936,11,-2.018,0,0.0435,0.418,2.77e-06,0.119,0.964,106.082,4,salsa
95621,Porfi Baloa,Asi Lo Quiso,28,202209,False,0.631,0.824,0,-3.852,0,0.0358,0.521,0.0,0.0744,0.905,168.118,4,salsa
95622,Guaco,De Vuelta a Tu Corazón (En Vivo),31,245783,False,0.674,0.597,4,-10.695,0,0.0599,0.271,0.0,0.124,0.796,180.081,4,salsa
95623,Hansel Camacho,Eres,29,326426,False,0.745,0.477,0,-13.56,1,0.0386,0.432,0.0124,0.105,0.882,150.178,4,salsa
95624,Son Tentación,Me Dejé Llevar,30,248978,False,0.643,0.798,7,-5.598,0,0.0355,0.367,0.0,0.128,0.872,171.852,4,salsa
95625,Alberto Barros;Colombianas Salsa All Star,Ya Te Olvide,28,243387,False,0.717,0.619,5,-7.924,1,0.0304,0.473,0.0,0.0851,0.756,93.048,4,salsa
95626,Cielo Torres;Alvaro Rod,Si Tu Amor No Vuelve,30,275566,False,0.75,0.871,7,-5.798,0,0.0327,0.282,0.0,0.232,0.617,106.02,4,salsa
95627,Grupo Niche,Vivencias,28,259856,False,0.763,0.763,7,-3.799,0,0.0337,0.504,0.0,0.335,0.562,93.417,4,salsa
95628,Banda Real,Quien,31,290037,False,0.579,0.847,7,-4.183,0,0.153,0.513,6.96e-06,0.0968,0.599,149.933,4,salsa
95629,Gilberto Santa Rosa,Me Cogió La Noche,28,243957,False,0.837,0.755,7,-4.681,0,0.0378,0.348,0.0,0.102,0.762,99.033,4,salsa
95630,Josimar y Su Yambú,Amor Amor,30,288507,False,0.584,0.886,10,-3.567,1,0.0436,0.463,1.97e-06,0.138,0.603,96.105,4,salsa
95631,Joe Arroyo,Te Quiero Mas - Merengue,29,318893,False,0.685,0.554,2,-9.435,1,0.0651,0.00745,0.00093,0.252,0.668,132.445,4,salsa
95632,Víctor Manuelle,Poco Hombre,28,259933,False,0.73,0.812,9,-7.97,0,0.0723,0.275,4.24e-06,0.321,0.71,89.815,4,salsa
95633,Orquesta Inmensidad,Lágrimas,28,418733,False,0.41,0.728,9,-9.474,1,0.0346,0.597,1.88e-06,0.317,0.884,94.491,4,salsa
95634,Luis Enrique,Amiga,29,274240,False,0.688,0.757,0,-5.865,1,0.0319,0.576,1.56e-06,0.202,0.939,90.953,4,salsa
95635,Frankie Ruiz,Me Acostumbré,28,289960,False,0.695,0.832,10,-4.998,0,0.0388,0.24,0.0,0.0524,0.949,100.777,4,salsa
95636,Víctor Manuelle,Por Ejemplo,28,288533,False,0.809,0.713,0,-5.495,1,0.0397,0.132,0.0,0.201,0.961,87.738,4,salsa
95637,Paolo Plaza,Alguien Como Tú,30,314984,False,0.682,0.907,9,-3.436,0,0.0575,0.65,1.51e-06,0.0851,0.965,170.051,4,salsa
95638,Gilberto Santa Rosa,Conteo Regresivo - En Vivo desde Puerto Rico,29,264173,False,0.586,0.863,1,-6.138,1,0.0827,0.417,4.25e-06,0.347,0.937,89.797,4,salsa
95639,Maelo Ruiz,Dependo Y Dependes,29,286673,False,0.688,0.655,10,-7.135,1,0.0443,0.54,0.0,0.101,0.796,173.312,4,salsa
95640,Tito Rojas,Vivir Sin Tu Amor - Balada,29,220306,False,0.519,0.337,10,-8.677,1,0.027,0.498,0.0,0.131,0.39,139.792,4,salsa
95641,La Misma Gente,Llegaste Tu,29,266631,False,0.471,0.648,7,-9.801,1,0.0662,0.762,5.91e-05,0.291,0.673,169.564,4,salsa
95642,Maelo Ruiz,Cuando la Olvide Qué?,29,251933,False,0.626,0.886,2,-5.405,0,0.0419,0.135,6.88e-05,0.242,0.785,171.381,4,salsa
95643,La Sonora Matancera;Carlos Argentino,En El Mar,31,166666,False,0.797,0.32,2,-11.665,1,0.0782,0.707,0.0,0.0886,0.879,125.999,4,salsa
95644,Los 4;La Diosa,Bésame Otra Vez,29,235944,False,0.759,0.865,7,-3.612,0,0.109,0.621,0.0,0.0583,0.838,105.455,4,salsa
95645,Daniela Darcourt,Medley: Donde Tú Vayas / Las Horas Que Perdí / Qué Nos Pasó a los Dos - Live,29,318648,False,0.573,0.72,2,-5.597,0,0.0413,0.592,0.0,0.751,0.682,117.831,3,salsa
95646,Tito Rojas,Cuanto Te Quiero,29,270293,False,0.722,0.745,5,-4.85,0,0.0389,0.696,3.58e-05,0.277,0.739,91.854,4,salsa
95647,Son Tentación,Cuando una Mujer Decide Olvidar,30,360646,False,0.68,0.793,6,-5.96,0,0.0385,0.0934,0.000176,0.124,0.512,168.013,4,salsa
95648,Gilberto Santa Rosa,Por Más Que Intento - Balada,29,243626,False,0.42,0.661,0,-3.253,1,0.0742,0.831,4.47e-06,0.198,0.367,179.94,3,salsa
95649,Billo's,Traicionera,31,150987,False,0.7,0.604,2,-8.211,1,0.0567,0.581,0.0,0.303,0.97,119.302,4,salsa
95650,Celia Cruz,La Vida Es Un Carnaval,69,278866,False,0.813,0.701,0,-6.508,0,0.0701,0.489,0.00116,0.294,0.855,104.019,4,salsa
95651,Dimension Latina,Llorarás,74,228554,False,0.704,0.884,8,-6.275,1,0.0527,0.549,0.000364,0.0492,0.964,93.058,4,salsa
95652,Marc Anthony,Juego O Amor?,28,276880,False,0.698,0.573,7,-7.449,0,0.028,0.329,0.0,0.158,0.554,137.998,4,salsa
95653,Chivirico Davila,Así,28,278040,False,0.417,0.428,5,-5.862,0,0.0312,0.646,7.74e-06,0.31,0.398,81.927,4,salsa
95654,Chivirico Davila,Mírame,28,202453,False,0.578,0.731,7,-7.528,0,0.0373,0.844,0.0153,0.401,0.966,110.333,4,salsa
95655,Jerry Rivera,Para Darte Fuego,29,255746,False,0.809,0.651,0,-5.507,1,0.0431,0.685,0.0,0.141,0.922,102.466,4,salsa
95656,Los 4,El Espejo,28,346976,False,0.669,0.911,5,-3.949,0,0.0418,0.359,9.75e-06,0.319,0.805,103.023,4,salsa
95657,Salserin,El Bebe Salsero,28,326000,False,0.656,0.775,10,-7.373,1,0.054,0.283,0.000744,0.0967,0.882,196.317,4,salsa
95658,Tito Nieves,Señora Ley,28,248745,False,0.565,0.67,0,-8.983,0,0.0461,0.495,0.0,0.0516,0.909,171.618,4,salsa
95659,Willy Garcia,Por Qué Se Fue,28,263171,False,0.637,0.772,1,-5.225,1,0.0401,0.714,0.0,0.0623,0.964,92.559,4,salsa
95660,Azucar Negra,El Capitolio,28,224693,False,0.682,0.922,8,-5.874,1,0.0877,0.592,0.0,0.317,0.779,104.01,4,salsa
95661,Oscar D'León,Que Lástima,28,236266,False,0.725,0.746,0,-9.937,0,0.0337,0.237,7.56e-06,0.372,0.965,95.858,4,salsa
95662,Papucho Manana Club,La Especuladora de la Habana,29,315493,False,0.662,0.921,0,-4.078,0,0.0508,0.721,2.66e-05,0.0613,0.937,192.203,4,salsa
95663,Cano Estremera,Periquito Pin Pin - En Vivo,29,479573,False,0.694,0.722,2,-6.538,0,0.0559,0.183,0.0,0.385,0.663,99.315,4,salsa
95664,Frankie Ruiz,Tú Me Vuelves Loco,28,296773,False,0.785,0.74,7,-7.205,1,0.0326,0.388,0.0,0.0717,0.926,92.03,4,salsa
95665,Dimension Latina,Quisiera Saber,28,198751,False,0.636,0.848,5,-5.752,1,0.047,0.407,0.00382,0.0696,0.958,108.637,4,salsa
95666,Hector Tricoche,Motorízame,28,289840,False,0.807,0.652,7,-6.131,1,0.0519,0.392,0.000108,0.0462,0.83,166.019,4,salsa
95667,Héctor Lavoe,El Cantante - Live,28,177720,False,0.503,0.619,5,-10.13,1,0.0319,0.718,0.000115,0.306,0.361,88.631,4,salsa
95668,Grupo Galé,Mi Vecina,28,262960,False,0.543,0.938,10,-5.437,0,0.0456,0.683,0.000578,0.14,0.894,179.388,4,salsa
95669,Rolando Laserie;Ismael Rivera;Cortijo Y Su Combo,Llorando Me Dormi,30,169933,False,0.6,0.563,7,-10.534,0,0.0637,0.773,6e-06,0.201,0.91,92.045,4,salsa
95670,Daiquiri,Morir de Amor,29,257000,False,0.745,0.831,10,-3.794,1,0.0407,0.499,0.00778,0.0354,0.966,157.009,4,salsa
95671,Gilberto Santa Rosa,Me Gustan las Navidades,28,271573,False,0.769,0.793,2,-5.893,0,0.0671,0.581,2.39e-06,0.0926,0.915,102.082,4,salsa
95672,Carlo Supo,Y Solo Se Me Ocurre Amarte - Salsa,29,343545,False,0.433,0.893,4,-5.046,0,0.0394,0.604,0.00623,0.174,0.695,168.127,4,salsa
95673,Willie Colón,La María,29,215520,False,0.495,0.837,5,-5.25,1,0.0472,0.561,0.0,0.118,0.917,101.363,4,salsa
95674,Frankie Ruiz,Deseándote,28,283546,False,0.595,0.803,8,-6.221,1,0.0409,0.335,0.0,0.156,0.936,96.282,4,salsa
95675,Nelson Y Sus Estrellas,Besitos del Corazón,30,207626,False,0.586,0.584,0,-7.376,1,0.0501,0.385,1.54e-05,0.0407,0.952,115.826,4,salsa
